NACA 2410 Airfoil M=2.0% P=40.0% T=10.0%
  1.000000 -0.000000
  0.998471  0.000289
  0.993893  0.001149
  0.986293  0.002565
  0.975714  0.004510
  0.962220  0.006947
  0.945889  0.009832
  0.926817  0.013114
  0.905118  0.016735
  0.880920  0.020635
  0.854369  0.024750
  0.825622  0.029015
  0.794855  0.033363
  0.762252  0.037730
  0.728012  0.042050
  0.692344  0.046258
  0.655467  0.050293
  0.617606  0.054092
  0.578997  0.057596
  0.539877  0.060748
  0.500489  0.063493
  0.461081  0.065780
  0.421898  0.067564
  0.383073  0.068783
  0.344815  0.069255
  0.307517  0.068934
  0.271422  0.067827
  0.236767  0.065950
  0.203779  0.063338
  0.172672  0.060038
  0.143648  0.056111
  0.116894  0.051629
  0.092579  0.046673
  0.070854  0.041329
  0.051853  0.035687
  0.035689  0.029834
  0.022455  0.023856
  0.012225  0.017826
  0.005053  0.011810
  0.000973  0.005856
  0.000000  0.000000
  0.002109 -0.005549
  0.007258 -0.010588
  0.015405 -0.015111
  0.026489 -0.019111
  0.040432 -0.022584
  0.057141 -0.025530
  0.076506 -0.027950
  0.098404 -0.029854
  0.122700 -0.031257
  0.149245 -0.032183
  0.177880 -0.032663
  0.208436 -0.032736
  0.240734 -0.032450
  0.274587 -0.031858
  0.309800 -0.031020
  0.346168 -0.029997
  0.383481 -0.028853
  0.421668 -0.027616
  0.460460 -0.026191
  0.499511 -0.024604
  0.538583 -0.022902
  0.577438 -0.021125
  0.615839 -0.019311
  0.653550 -0.017490
  0.690339 -0.015690
  0.725978 -0.013931
  0.760247 -0.012230
  0.792931 -0.010602
  0.823826 -0.009058
  0.852738 -0.007607
  0.879486 -0.006256
  0.903899 -0.005016
  0.925823 -0.003893
  0.945118 -0.002896
  0.961659 -0.002033
  0.975342 -0.001314
  0.986077 -0.000745
  0.993795 -0.000333
  0.998446 -0.000083
  1.000000  0.000000

